id,carat,cut,color,clarity,depth,table,x,y,z,price
38334,1.64,Ideal,D,SI2,62.4,56,7.45,7.48,4.68,11168
38335,1.01,Very Good,E,VS2,63.3,60,6.32,6.35,4.01,6221
38336,0.9,Ideal,E,SI2,61.1,57,6.19,6.23,3.8,3109
38337,1.5,Premium,H,SI1,61.8,59,7.36,7.39,4.55,9030
38338,0.33,Ideal,F,VVS1,61.9,56,4.42,4.45,2.75,977
38339,1.01,Very Good,F,VS2,59.2,62,6.54,6.57,3.88,6416
38340,2.03,Ideal,G,SI2,62.8,57,8.08,8.05,5.07,17235
38341,1.51,Good,H,VS2,64,56,7.18,7.22,4.61,8449
38342,0.73,Ideal,H,VS2,61.7,56,5.8,5.84,3.6,2430
38343,0.53,Ideal,F,VVS2,60.7,56,5.24,5.27,3.19,2189
38344,0.71,Premium,D,VS2,59.1,60,5.86,5.8,3.44,3291
38345,1.2,Ideal,G,VVS2,62.4,57,6.74,6.8,4.23,8701
38346,0.31,Ideal,G,VS2,61.9,56,4.34,4.31,2.68,672
38347,0.7,Very Good,H,VS2,62.4,58,5.64,5.67,3.53,2233
38348,0.51,Ideal,E,VS2,62.5,54,5.1,5.12,3.19,1618
38349,0.5,Very Good,E,VS1,60.8,61,5.09,5.12,3.1,1813
38350,1.27,Good,H,SI2,63.2,61,6.87,6.81,4.32,5562
38351,0.86,Premium,G,VS2,62.1,58,6.08,5.99,3.77,3531
38352,0.78,Ideal,I,VS2,61.4,56,5.92,5.94,3.64,2573
38353,1.52,Ideal,G,VS2,61,57,7.43,7.4,4.52,12839
38354,0.4,Ideal,G,VVS2,61.7,55,4.74,4.78,2.94,810
38355,0.38,Ideal,E,IF,61,57,4.66,4.7,2.86,1300
38356,1.03,Ideal,E,SI2,61.2,55,6.51,6.54,3.99,5450
38357,0.41,Ideal,F,VS2,60.9,55,4.82,4.79,2.92,1087
38358,0.73,Very Good,G,VS2,62.3,59,5.73,5.79,3.59,2647
38359,0.31,Ideal,E,VVS2,63,57,4.35,4.32,2.73,1046
38360,0.31,Ideal,H,VVS1,61.5,55,4.36,4.4,2.69,638
38361,2.04,Premium,J,SI2,60.4,60,8.16,8.11,4.91,12308
38362,0.34,Ideal,H,VVS2,60.9,56,4.57,4.51,2.76,880
38363,0.41,Good,E,SI2,63.3,56,4.69,4.75,2.99,638
38364,1.35,Ideal,F,VS2,62.1,55,7.02,7.06,4.38,9925
38365,0.54,Ideal,G,VS2,62.1,56,5.28,5.25,3.27,1637
38366,0.43,Ideal,D,VS2,61.1,57,4.85,4.8,2.95,1129
38367,1.25,Very Good,F,VS1,59.8,60,6.94,7.01,4.19,10283
38368,1.2,Very Good,I,VS1,62.9,60,6.73,6.68,4.21,5988
38369,0.72,Very Good,E,VS2,59.5,59,5.81,5.9,3.48,2973
38370,2.21,Premium,H,SI2,60.1,59,8.46,8.4,5.07,15788
38371,0.31,Ideal,I,SI1,61.3,56,4.34,4.32,2.66,523
38372,0.31,Good,G,SI1,63.8,55,4.26,4.28,2.72,591
38373,0.5,Premium,F,SI1,62.2,60,5.1,5.06,3.16,1378
38374,2.31,Ideal,E,SI2,61.7,55,8.49,8.45,5.2,18648
38375,0.26,Very Good,H,VVS2,59.1,61,4.2,4.25,2.49,440
38376,0.54,Premium,F,VS1,60.6,59,5.25,5.2,3.16,1746
38377,1.22,Ideal,F,SI2,60.6,56,6.86,6.84,4.16,4956
38378,0.37,Ideal,E,SI2,60.8,56,4.63,4.66,2.82,586
38379,0.72,Ideal,I,VS2,60.4,55,5.89,5.81,3.54,2444
38380,1.5,Ideal,I,VS2,62.3,57,7.32,7.29,4.55,10232
38381,1.31,Premium,G,SI1,59.7,60,7.15,7.12,4.26,7215
38382,1.7,Ideal,H,SI1,60.7,56,7.62,7.67,4.66,10847
38383,1.03,Ideal,F,VVS2,61.9,56,6.51,6.47,4.01,8889
38384,0.32,Good,H,SI1,63.3,57,4.33,4.37,2.75,421
38385,0.9,Ideal,H,VS1,61.6,57,6.17,6.2,3.82,3641
38386,0.3,Ideal,E,VVS2,62.1,55,4.34,4.37,2.71,1041
38387,0.73,Ideal,G,VS1,61.8,57,5.79,5.76,3.57,3175
38388,0.34,Premium,H,VS1,61.2,58,4.5,4.45,2.74,765
38389,0.71,Ideal,F,SI1,62.6,58,5.67,5.71,3.56,2320
38390,0.55,Ideal,F,VS1,62.2,55,5.29,5.26,3.28,1877
38391,1.5,Premium,G,SI1,60.8,60,7.31,7.38,4.47,11511
38392,1,Premium,D,SI2,60.3,57,6.42,6.47,3.89,4118
38393,2.23,Very Good,J,SI1,61.9,62,8.33,8.28,5.14,12626
38394,1.21,Ideal,I,SI1,62.4,56,6.84,6.76,4.25,5107
38395,1.03,Ideal,H,SI2,60.4,56,6.61,6.61,3.99,4484
38396,0.31,Ideal,D,VS2,61.5,56,4.32,4.36,2.67,734
38397,0.97,Very Good,J,SI1,60.7,63,6.44,6.4,3.89,3170
38398,0.5,Very Good,G,VS2,62.3,56,5.08,5.12,3.17,1400
38399,0.23,Very Good,E,VVS2,61.8,55,3.93,3.97,2.43,530
38400,0.3,Very Good,E,VVS2,62.4,56,4.27,4.29,2.67,694
38401,0.81,Premium,G,SI2,60.1,59,6.02,6.05,3.63,2647
38402,1.51,Premium,G,SI1,62.9,59,7.33,7.31,4.6,11954
38403,1.14,Very Good,H,SI1,60.4,61,6.73,6.79,4.08,5415
38404,0.74,Ideal,G,VS2,62.3,56,5.77,5.8,3.61,3141
38405,0.32,Premium,F,VVS2,61.7,58,4.42,4.39,2.72,945
38406,0.56,Ideal,D,VS2,61.9,55,5.27,5.3,3.28,2029
38407,0.71,Ideal,D,SI1,62.9,56,5.64,5.68,3.56,2719
38408,0.41,Ideal,G,VS2,61.2,56,4.79,4.77,2.92,1061
38409,1.05,Ideal,G,VVS2,62.2,55,6.5,6.55,4.06,8662
38410,0.31,Ideal,D,SI2,62.6,55,4.41,4.37,2.74,486
38411,1.2,Very Good,H,SI1,62.9,57,6.75,6.79,4.26,6204
38412,0.51,Very Good,D,SI1,62.5,57,5.08,5.11,3.18,1425
38413,1.01,Premium,G,SI2,61.1,58,6.5,6.46,3.95,4265
38414,0.32,Premium,D,SI2,61.6,58,4.38,4.41,2.71,505
38415,0.41,Premium,F,VVS2,61.3,58,4.78,4.82,2.94,1117
38416,1.52,Premium,G,VVS2,62.9,59,7.27,7.31,4.59,13532
38417,0.71,Very Good,I,VS2,62.1,60,5.71,5.74,3.56,2331
38418,1.02,Very Good,F,SI2,63.2,57,6.37,6.43,4.04,4414
38419,0.41,Good,F,VVS2,63.1,58,4.72,4.75,2.99,1163
38420,0.73,Ideal,E,VS1,61.2,56,5.76,5.8,3.54,3519
38421,1.1,Ideal,G,VS1,62.6,55,6.6,6.64,4.13,7469
38422,1.35,Premium,H,SI1,60.7,59,7.1,7.15,4.32,7587
38423,1.06,Very Good,H,SI1,63.3,58,6.49,6.45,4.08,4575
38424,1.61,Very Good,G,IF,62.8,57,7.46,7.48,4.68,13357
38425,0.3,Ideal,G,VS1,61.9,57,4.29,4.31,2.66,605
38426,0.72,Ideal,G,VS1,61.2,57,5.84,5.77,3.55,3478
38427,0.3,Premium,H,VS2,62.4,59,4.29,4.26,2.67,608
38428,1.5,Very Good,G,SI1,61.9,57,7.31,7.36,4.54,8538
38429,1.55,Ideal,I,VS1,62,57,7.36,7.45,4.59,10681
38430,0.32,Ideal,G,VVS1,61.4,57,4.41,4.38,2.7,1080
38431,0.9,Good,I,VS1,63.6,53,6.1,6.06,3.86,3090
38432,0.3,Very Good,E,SI1,62.8,56,4.24,4.27,2.68,526
38433,1.3,Good,H,VVS2,63,56,6.88,6.9,4.36,8239
38434,0.7,Ideal,I,VS1,62.4,55,5.67,5.69,3.54,2177
38435,0.4,Ideal,G,VS2,62.4,56,4.74,4.78,2.97,787
38436,0.7,Good,I,VS1,63.1,58,5.64,5.67,3.56,2393
38437,0.5,Ideal,G,VS1,61.9,56,5.07,5.13,3.15,1584
38438,0.41,Premium,D,VS2,61.9,58,4.79,4.76,2.96,1076
38439,0.42,Premium,H,SI1,59.1,60,4.95,4.87,2.91,1040
38440,0.64,Premium,G,VS1,61.7,58,5.53,5.49,3.37,2564
38441,0.32,Ideal,E,VS2,62.1,56,4.4,4.37,2.73,619
38442,1,Good,F,SI2,64.2,58,6.32,6.26,4.04,4326
38443,1.23,Ideal,J,VS2,61.3,57,6.96,6.9,4.23,5943
38444,0.62,Premium,E,SI1,60.9,62,5.48,5.51,3.34,1814
38445,1.5,Premium,D,SI2,62.3,57,7.3,7.25,4.53,11040
38446,0.5,Very Good,H,SI1,59.1,59,5.17,5.2,3.06,1111
38447,1.21,Premium,E,VVS2,61.7,59,6.82,6.78,4.19,10867
38448,0.3,Ideal,E,VVS1,61.9,56,4.3,4.33,2.67,838
38449,0.9,Very Good,F,SI1,62.8,57,6.12,6.16,3.86,4372
38450,1.2,Ideal,G,VS1,62.2,54,6.82,6.82,4.24,8489
38451,1.3,Premium,I,VS2,61.3,59,7.02,6.96,4.28,5821
38452,0.33,Very Good,H,VVS2,61.9,57,4.44,4.48,2.76,681
38453,1.67,Very Good,G,SI2,61.8,58,7.58,7.62,4.7,10396
38454,0.37,Ideal,F,SI1,61.3,56,4.6,4.63,2.83,691
38455,0.9,Ideal,E,SI2,63,56,6.17,6.14,3.88,3876
38456,0.9,Premium,J,VS2,61.1,59,6.14,6.19,3.77,2891
38457,1.01,Good,J,VS1,63.6,59,6.4,6.29,4.04,4206
38458,0.34,Premium,H,VS1,60.2,59,4.52,4.55,2.73,596
38459,1.01,Ideal,G,VVS2,61.3,59,6.5,6.47,3.98,8196
38460,0.53,Ideal,G,VS1,61.8,56,5.26,5.19,3.22,1821
38461,0.41,Very Good,D,VS2,62.9,58,4.76,4.74,2.98,971
38462,1.01,Very Good,F,VS2,61.7,61,6.41,6.45,3.97,6146
38463,0.31,Ideal,F,IF,62,56,4.37,4.36,2.71,891
38464,0.3,Premium,H,SI1,62.4,59,4.28,4.26,2.66,476
38465,0.3,Ideal,E,VVS2,61.3,56,4.34,4.36,2.67,1013
38466,0.75,Very Good,D,SI1,60.2,58,5.84,5.9,3.54,3065
38467,0.91,Premium,H,SI1,61.1,59,6.25,6.18,3.8,3985
38468,0.44,Good,F,VVS1,60.1,61,4.9,4.94,2.98,1255
38469,1,Good,E,SI1,63.2,59,6.28,6.21,3.95,4507
38470,0.52,Premium,H,SI1,62.5,60,5.13,5.09,3.19,1218
38471,1.02,Very Good,E,SI1,63.4,55,6.39,6.37,4.05,5363
38472,0.26,Ideal,G,SI2,61.5,55,4.09,4.14,2.52,345
38473,1,Fair,J,VS2,64.6,55,6.29,6.24,4.06,3548
38474,1.2,Premium,D,SI2,62.8,56,6.82,6.7,4.24,7539
38475,1.2,Very Good,G,SI1,63.4,58,6.68,6.73,4.25,6031
38476,1,Good,F,SI1,62.9,60,6.3,6.34,3.99,4620
38477,0.54,Ideal,D,SI1,62.3,56,5.23,5.24,3.26,1641
38478,0.34,Ideal,H,VS2,61.8,56,4.5,4.51,2.79,533
38479,0.52,Ideal,F,VS2,62.1,54,5.15,5.18,3.2,1572
38480,1.01,Premium,H,SI1,60.6,60,6.53,6.49,3.94,4842
38481,0.91,Very Good,G,SI2,63.6,58,6.01,6.11,3.86,2988
38482,1.1,Very Good,D,SI1,61.4,59,6.61,6.65,4.07,5884
38483,0.52,Premium,E,VS2,63,58,5.15,5.11,3.23,1746
38484,1.06,Ideal,G,SI2,61.6,57,6.55,6.51,4.02,4419
38485,0.58,Ideal,F,VS1,61.4,56,5.34,5.38,3.29,2143
38486,0.56,Ideal,D,VS1,61,56,5.31,5.34,3.25,2027
38487,0.71,Ideal,E,SI1,61.1,56,5.76,5.83,3.54,2553
38488,0.24,Very Good,D,VVS2,61.6,59,3.98,4,2.45,552
38489,0.3,Ideal,D,VS2,62,55,4.34,4.31,2.68,911
38490,1.05,Ideal,G,SI1,61.1,57,6.62,6.58,4.02,4739
38491,0.3,Premium,I,VS1,61.7,59,4.33,4.29,2.66,608
38492,0.31,Ideal,E,VS1,62,56,4.37,4.41,2.72,816
38493,2.08,Premium,G,SI2,61.9,58,8.21,8.16,5.06,14860
38494,0.51,Very Good,E,SI1,63.5,56,5.11,5.09,3.23,1546
38495,0.5,Very Good,E,SI2,63.1,57,5.09,5.08,3.21,1181
38496,0.32,Ideal,E,VS2,62,55,4.36,4.39,2.71,900
38497,0.32,Ideal,H,VS1,61.7,57,4.4,4.35,2.7,720
38498,0.4,Ideal,G,VS1,62.2,57,4.74,4.76,2.95,850
38499,1.55,Ideal,G,VS2,62,56,7.39,7.43,4.59,14383
38500,0.35,Premium,D,VS2,61.7,59,4.54,4.58,2.81,781
38501,1.01,Premium,F,VS1,61.3,59,6.43,6.48,3.97,7602
38502,1,Good,G,VVS2,63.9,56,6.36,6.31,4.09,7835
38503,1.17,Premium,G,SI2,62.8,58,6.63,6.68,4.18,4725
38504,1.5,Premium,H,VS2,62.2,59,7.31,7.28,4.53,10036
38505,0.3,Ideal,E,VS1,61.7,56,4.34,4.37,2.69,758
38506,0.31,Premium,G,VS1,61.9,58,4.33,4.37,2.69,802
38507,1.11,Premium,H,VS2,61.8,60,6.59,6.63,4.09,5974
38508,0.91,Ideal,I,VS2,61.6,57,6.25,6.27,3.87,3927
38509,0.42,Ideal,G,IF,62.3,54,4.79,4.82,2.99,1371
38510,0.54,Ideal,E,SI1,60.9,56,5.27,5.29,3.21,1396
38511,0.3,Ideal,E,VS2,61.9,56,4.32,4.35,2.68,658
38512,1.2,Ideal,H,SI1,60.2,60,6.85,6.79,4.1,6098
38513,0.27,Very Good,E,VS2,61.4,58,4.13,4.16,2.55,419
38514,1.01,Premium,F,SI1,62.5,57,6.39,6.32,3.97,4928
38515,0.42,Ideal,H,VVS2,60.7,57,4.87,4.9,2.97,1125
38516,1.29,Good,G,SI1,63.2,56,6.92,6.88,4.36,6817
38517,0.52,Ideal,E,VS2,61.8,56,5.13,5.19,3.19,1551
38518,0.54,Ideal,E,VS2,61.7,55,5.22,5.2,3.22,1645
38519,0.5,Premium,G,SI1,61.4,62,5.13,5.09,3.13,1133
38520,1.04,Ideal,F,SI2,61.7,57,6.5,6.51,4.02,4457
38521,2,Premium,D,SI2,62.2,58,7.94,8.07,4.98,14406
38522,1.5,Premium,G,VS1,59.8,58,7.46,7.39,4.43,13667
38523,1.47,Ideal,J,SI2,62.8,56,7.28,7.23,4.55,6537
38524,0.34,Ideal,H,VS2,61,57,4.56,4.52,2.77,689
38525,0.9,Good,H,SI2,63.6,63,6.11,6.12,3.89,3160
38526,0.36,Ideal,G,VVS1,62,56,4.59,4.56,2.83,1114
38527,1.01,Very Good,G,VS2,62.6,60,6.39,6.34,3.98,6455
38528,0.38,Ideal,H,SI1,61.6,55,4.66,4.68,2.87,727
38529,0.56,Ideal,D,SI1,61.3,56,5.34,5.25,3.25,1814
38530,0.3,Ideal,G,VVS2,61.6,57,4.32,4.34,2.67,665
38531,1.21,Premium,G,VS1,62.4,58,6.8,6.76,4.23,8149
38532,1.51,Good,D,SI1,64,58,7.26,7.19,4.63,10602
38533,0.38,Premium,F,VS2,62.2,58,4.64,4.67,2.9,1046
38534,1.5,Good,G,VS2,64,57,7.22,7.12,4.6,11217
38535,0.9,Ideal,E,SI2,62,56,6.16,6.21,3.83,3508
38536,0.41,Ideal,E,SI1,59.9,56,4.87,4.84,2.91,930
38537,0.5,Premium,G,VVS2,62.6,58,5.08,5.05,3.18,1768
38538,0.53,Very Good,G,VS1,63.4,55,5.14,5.16,3.27,1608
38539,0.31,Ideal,F,SI1,60.5,56,4.35,4.37,2.63,516
38540,0.9,Very Good,D,SI1,63.3,59,6.07,6.1,3.85,4136
38541,1.52,Ideal,E,VS1,62,56,7.39,7.44,4.6,17496
38542,0.39,Premium,F,VS2,61.4,59,4.7,4.66,2.87,1113
38543,0.3,Ideal,I,VVS1,62.2,54.1,4.28,4.33,2.68,552
38544,0.54,Premium,F,SI1,61.7,58,5.23,5.21,3.22,1250
38545,0.77,Ideal,E,SI2,62.3,55,5.87,5.92,3.67,2442
38546,0.83,Ideal,F,VS1,61.9,56,6.01,6.06,3.73,4119
38547,2.01,Very Good,I,SI1,63.1,56,8.03,8.07,5.06,14247
38548,0.37,Premium,G,VVS1,60.6,60,4.62,4.65,2.81,1064
38549,0.53,Ideal,D,VS2,60.7,56,5.27,5.27,3.2,1894
38550,0.31,Ideal,G,VS2,62.4,55,4.35,4.34,2.71,802
38551,0.71,Good,E,SI1,63.9,58,5.62,5.67,3.61,2633
38552,0.77,Very Good,F,SI1,63.2,57,5.84,5.78,3.66,2705
38553,1,Ideal,E,I1,61.4,56,6.47,6.42,3.96,3584
38554,0.38,Premium,G,VS1,61.7,58,4.65,4.62,2.86,1069
38555,0.5,Premium,G,SI1,62,58,5.1,5.14,3.17,1153
38556,1.11,Ideal,H,SI1,62,54,6.61,6.65,4.11,4515
38557,0.32,Ideal,D,SI1,61.8,55,4.39,4.38,2.71,671
38558,0.59,Very Good,F,SI2,63.4,59,5.32,5.28,3.36,1203
38559,1.06,Premium,E,VS1,60.2,61,6.65,6.61,3.99,7098
38560,0.41,Ideal,F,IF,62.9,56,4.73,4.76,2.99,1243
38561,0.7,Ideal,E,SI1,61.7,56,5.69,5.73,3.52,2803
38562,1.02,Good,G,VS2,63.7,58,6.32,6.36,4.04,5973
38563,0.31,Ideal,G,SI1,61.3,56,4.37,4.39,2.68,491
38564,0.32,Ideal,D,SI1,62.4,57,4.4,4.36,2.73,652
38565,2.01,Premium,H,SI1,61.9,59,8.04,8.08,4.99,14620
38566,0.72,Ideal,F,VS2,61.5,56,5.75,5.78,3.54,3024
38567,0.77,Premium,F,SI2,60.9,58,5.94,5.88,3.6,2351
38568,1,Premium,I,SI2,62.2,59,6.34,6.31,3.92,3770
38569,0.31,Very Good,F,VS1,62.3,58,4.33,4.35,2.7,717
38570,1.05,Premium,I,VS2,62.2,58,6.52,6.47,4.04,4440
38571,0.43,Very Good,D,SI2,62.9,55,4.84,4.8,3.03,716
38572,0.7,Ideal,F,SI1,61.8,54,5.72,5.75,3.54,2409
38573,0.38,Ideal,E,VS1,61.6,57,4.62,4.67,2.86,963
38574,1,Premium,F,SI1,62.5,60,6.4,6.36,3.99,5292
38575,0.31,Ideal,I,VS2,61.8,55,4.33,4.35,2.68,503
38576,0.29,Very Good,H,VVS1,62.2,53,4.24,4.29,2.66,619
38577,0.3,Ideal,H,SI1,61.5,56,4.29,4.32,2.65,554
38578,0.35,Ideal,F,VS2,62.5,56,4.53,4.5,2.82,706
38579,0.31,Ideal,G,VVS2,61.9,54,4.34,4.36,2.7,746
38580,2.05,Ideal,G,SI2,62.4,55,8.1,8.13,5.06,13582
38581,0.56,Premium,E,VS2,62.3,56,5.29,5.27,3.28,1823
38582,1.01,Ideal,F,VVS2,62.2,57,6.41,6.45,4,9014
38583,0.31,Premium,E,VS2,62.7,59,4.3,4.27,2.69,635
38584,0.5,Fair,E,SI1,62.7,65,5.13,5.09,3.2,1238
38585,0.5,Premium,D,SI1,62.6,58,5.07,5.11,3.18,1433
38586,0.7,Very Good,I,SI1,59.2,63,5.78,5.83,3.42,1909
38587,0.52,Ideal,D,VS2,60.8,57,5.2,5.23,3.17,1787
38588,0.9,Very Good,D,SI1,63.1,58,6.11,6.17,3.88,4739
38589,0.37,Ideal,F,VVS2,60.9,56,4.62,4.67,2.83,926
38590,0.3,Premium,J,VS1,62.3,59,4.28,4.25,2.66,506
38591,0.38,Ideal,D,VVS2,61.9,57,4.63,4.66,2.87,1200
38592,0.33,Good,G,VS2,63.1,56,4.37,4.41,2.77,579
38593,0.31,Premium,E,VVS2,62,58,4.31,4.38,2.69,767
38594,2.14,Premium,H,SI2,61.3,59,8.31,8.23,5.08,14103
38595,0.32,Good,D,SI1,63.5,55,4.35,4.37,2.76,589
38596,2.03,Premium,I,SI2,60.1,59,8.22,8.16,4.91,11182
38597,2.06,Very Good,H,SI2,61.2,59,8.15,8.2,5.03,13912
38598,1.02,Very Good,F,SI1,63.1,57,6.34,6.38,4.02,5794
38599,0.32,Ideal,G,SI1,61.4,56,4.4,4.36,2.69,477
38600,1.09,Very Good,H,SI1,62.5,59,6.51,6.55,4.1,4960
38601,0.4,Very Good,G,SI1,62.5,60,4.66,4.68,2.92,648
38602,0.4,Ideal,G,VVS1,61.3,58,4.72,4.76,2.91,1051
38603,0.31,Very Good,G,VS1,62.6,55,4.3,4.35,2.71,559
38604,0.55,Very Good,H,VS2,62,55,5.21,5.24,3.24,1446
38605,0.27,Ideal,F,VVS2,61.6,56,4.15,4.18,2.56,590
38606,0.31,Ideal,D,SI1,61,56,4.41,4.43,2.69,533
38607,1.01,Fair,G,VS2,64.7,57,6.31,6.25,4.03,4896
38608,1.53,Premium,I,VS2,62.2,59,7.31,7.33,4.56,8760
38609,0.76,Ideal,E,VS2,61.9,55,5.83,5.87,3.63,3192
38610,0.31,Ideal,E,VS2,62.3,54,4.37,4.35,2.72,872
38611,1.1,Ideal,D,SI1,62,56,6.66,6.63,4.12,7037
38612,0.33,Ideal,H,VS1,62,54,4.46,4.46,2.76,539
38613,1.51,Premium,G,SI1,61,60,7.43,7.36,4.52,11267
38614,0.31,Very Good,G,VS1,61.1,58,4.35,4.39,2.67,587
38615,0.53,Ideal,G,IF,61.6,56,5.21,5.24,3.22,2674
38616,0.27,Ideal,G,IF,62.2,56,4.13,4.16,2.57,787
38617,2.04,Ideal,J,VS2,61.9,57,8.14,8.09,5.01,17052
38618,0.41,Ideal,E,VS1,60.8,57,4.79,4.77,2.91,1079
38619,1.08,Ideal,D,SI1,62.7,56,6.56,6.51,4.1,5290
38620,0.77,Ideal,F,SI1,59.8,57,5.95,6.01,3.58,3003
38621,0.32,Ideal,D,VS2,61.1,55,4.42,4.45,2.71,758
38622,1,Premium,D,VS1,61.1,58,6.42,6.47,3.95,8038
38623,1.2,Very Good,I,VVS2,63.2,57,6.7,6.75,4.24,4974
38624,0.32,Ideal,G,VVS2,61.9,54,4.4,4.43,2.73,708
38625,0.8,Premium,G,VS1,61.5,59,5.92,5.96,3.66,3171
38626,1.2,Good,G,VS1,63.6,60,6.67,6.72,4.28,7691
38627,0.52,Ideal,D,SI1,61.6,56,5.14,5.2,3.19,1415
38628,1.5,Premium,G,SI1,61.9,59,7.32,7.29,4.52,9282
38629,0.31,Ideal,F,IF,61,57,4.38,4.4,2.68,956
38630,0.74,Premium,E,VS2,62.1,58,5.77,5.73,3.57,2885
38631,1.01,Good,E,SI2,59.7,64,6.55,6.56,3.89,4118
38632,2.01,Ideal,D,SI2,62.2,56,8.04,8.13,5.03,18477
38633,1.72,Premium,I,VS1,60.2,59,7.85,7.8,4.74,10812
38634,1.02,Premium,G,VS1,60.2,59,6.48,6.45,3.9,7262
38635,1,Very Good,E,SI1,61.2,57,6.38,6.41,3.92,5987
38636,1.51,Ideal,F,SI1,62.4,53,7.32,7.38,4.59,13320
38637,0.3,Ideal,F,VS1,62.2,55,4.33,4.36,2.71,655
38638,0.72,Ideal,H,VS2,61.3,57,5.77,5.81,3.55,2447
38639,1.01,Premium,G,VS2,63,59,6.32,6.29,3.99,5002
38640,0.5,Ideal,F,SI2,61.1,55,5.12,5.15,3.13,1235
38641,0.71,Ideal,F,VS2,61.5,57,5.72,5.74,3.53,2728
38642,0.73,Ideal,E,SI1,59.9,57,5.87,5.89,3.52,2789
38643,1.01,Very Good,I,SI2,60.3,58,6.48,6.51,3.92,3998
38644,1.07,Premium,G,SI1,62.1,58,6.59,6.55,4.08,4907
38645,0.41,Ideal,G,SI1,61.7,54,4.81,4.84,2.97,790
38646,0.31,Premium,G,SI1,60.3,58,4.34,4.3,2.61,593
38647,0.7,Premium,E,VS2,60.9,62,5.72,5.65,3.46,2870
38648,0.34,Ideal,F,VVS1,62.1,55,4.49,4.52,2.8,904
38649,0.31,Ideal,G,VS2,61.6,56,4.35,4.39,2.69,517
38650,0.41,Ideal,G,IF,61,56,4.82,4.85,2.95,1397
38651,1.01,Ideal,G,IF,62.6,56,6.39,6.46,4.02,7780
38652,2,Very Good,I,VS2,62.1,58,7.97,8.04,4.96,15887
38653,1.02,Premium,G,VS1,61.4,59,6.47,6.44,3.96,6596
38654,0.9,Very Good,G,SI2,63.3,59,6.08,6.12,3.86,3581
38655,0.71,Very Good,H,VVS1,62.1,56,5.68,5.73,3.54,3061
38656,0.71,Ideal,F,VS2,59.4,56,5.84,5.81,3.46,3178
38657,0.7,Very Good,E,SI2,63.4,59,5.59,5.62,3.56,2269
38658,0.31,Premium,D,SI1,62.2,59,4.31,4.34,2.69,569
38659,0.3,Very Good,G,IF,61.4,56,4.31,4.34,2.66,1046
38660,0.31,Ideal,E,SI2,61,57,4.39,4.37,2.67,558
38661,0.43,Premium,G,SI1,60.7,58,4.93,4.88,2.97,995
38662,1.51,Premium,F,SI1,61.2,58,7.35,7.37,4.51,11475
38663,0.5,Ideal,E,SI1,62.3,55,4.98,5.01,3.13,1169
38664,1.07,Ideal,G,VS2,62.1,57,6.55,6.62,4.08,6683
38665,0.33,Very Good,F,SI1,63.2,60,4.32,4.38,2.75,573
38666,0.7,Very Good,D,VS2,62.1,57,5.68,5.72,3.55,2890
38667,1.51,Ideal,F,VS2,62.6,56,7.36,7.33,4.59,13807
38668,0.74,Ideal,E,VS2,60.6,57,5.86,5.89,3.56,3077
38669,1.02,Very Good,G,VS2,62.4,56,6.39,6.43,4.01,6486
38670,0.71,Very Good,H,SI1,62,57,5.73,5.74,3.56,2312
38671,1.02,Premium,J,VS1,62.2,58,6.46,6.42,4,4221
38672,2.16,Premium,I,SI1,61.9,60,8.29,8.25,5.13,17996
38673,1.54,Ideal,G,SI1,62.8,56,7.37,7.33,4.62,11477
38674,1.1,Ideal,H,SI2,61.7,56,6.61,6.66,4.09,4435
38675,0.71,Ideal,I,SI1,61.9,56,5.69,5.73,3.54,2058
38676,0.5,Ideal,E,SI2,62.3,57,5.1,5.13,3.18,1230
38677,1.01,Very Good,H,SI1,63.3,57,6.35,6.38,4.03,3500
38678,1.04,Ideal,F,SI1,60.7,57,6.56,6.6,3.99,4791
38679,1.09,Premium,G,SI1,62,59,6.61,6.57,4.08,5113
38680,0.4,Ideal,F,VVS2,61.5,57,4.77,4.74,2.93,994
38681,0.41,Ideal,E,VS1,61.4,56,4.8,4.77,2.94,1000
38682,0.39,Very Good,D,VS2,61.6,58,4.7,4.71,2.89,1052
38683,0.79,Ideal,D,VS2,61.3,57,5.96,5.88,3.64,3317
38684,0.3,Ideal,G,IF,61.9,56,4.28,4.31,2.66,984
38685,0.79,Premium,D,SI1,62.8,57,5.89,5.79,3.68,2947
38686,0.5,Very Good,D,SI1,62.1,59,5.1,5.06,3.16,1436
38687,0.4,Ideal,I,VVS1,60.8,56,4.81,4.78,2.92,945
38688,0.34,Premium,F,SI2,61.9,58,4.51,4.47,2.78,574
38689,1.52,Premium,I,VS2,62.3,58,7.35,7.32,4.57,9290
38690,0.27,Very Good,F,VVS1,63,59,4.13,4.15,2.61,886
38691,1.23,Premium,D,SI2,60.9,59,6.87,6.91,4.19,6460
38692,1.13,Ideal,F,VVS2,61.7,57,6.67,6.77,4.14,9636
38693,0.77,Ideal,F,VS2,62.7,57,5.82,5.89,3.67,2931
38694,1.06,Premium,G,VS2,62.1,57,6.55,6.52,4.06,5547
38695,0.23,Very Good,E,VVS2,61.2,59,3.95,3.98,2.43,505
38696,0.77,Ideal,G,VS2,62,57,5.87,5.88,3.64,2891
38697,0.33,Very Good,I,VS2,63,58,4.45,4.42,2.8,521
38698,0.5,Very Good,G,SI1,62.4,55,5.07,5.09,3.17,1168
38699,0.52,Ideal,H,VS1,60.8,57,5.22,5.2,3.16,1698
